Ngày,Khu vực,Tổng tin,Tổng views,Views/Tin,Cycle,Heat Score,MFV,MFSI,Cung-Cầu,Giá gap (%),Giá (tr/m²),Cắt lỗ (%),YoY (%)
2026-03-12,Đông Anh,206,1421,6.9,61.0,349.0,18.8,37.4,1.38,8.1,103.3,14.29,32.5
2026-03-12,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-25.0,71.7,5.0,50.0
2026-03-12,Thanh Trì,419,1466,3.5,47.0,284.0,21.1,57.2,0.7,-18.5,77.9,12.0,44.1
2026-03-12,Nam Từ Liêm,2519,4534,1.8,30.0,154.0,51.0,29.7,0.36,4.2,95.3,16.67,12.5
2026-03-12,Cầu Giấy,1,5,5.0,54.0,237.0,0.1,54.5,1.0,,0,0,9.5
2026-03-12,Hà Đông,1,5,5.2,62.0,270.0,0.1,54.8,1.04,,0,0,18.3
2026-03-12,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-12,Thanh Xuân,1379,5792,4.2,40.0,243.0,63.7,33.3,0.84,8.4,99.2,13.33,10.0
2026-03-12,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,41.6,129.6,3.33,8.2
2026-03-12,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-12,Gia Lâm,793,1031,1.3,33.0,120.0,12.6,54.0,0.26,-19.8,73.4,23.33,22.0
2026-03-12,Long Biên,702,4703,6.7,65.0,396.0,60.2,57.9,1.34,-10.8,81.6,4.17,28.0
2026-03-12,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-12,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-12,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-12,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-12,Đông Anh,206,1421,6.9,61.0,349.0,18.8,37.4,1.38,12.9,103.3,14.29,32.5
2026-03-12,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-21.6,71.7,5.0,50.0
2026-03-12,Thanh Trì,418,1463,3.5,47.0,284.0,21.1,47.2,0.7,-14.9,77.9,12.0,44.1
2026-03-12,Nam Từ Liêm,2517,4531,1.8,30.0,154.0,51.0,29.7,0.36,5.7,95.3,16.67,12.5
2026-03-12,Cầu Giấy,1952,9955,5.1,40.0,324.0,109.0,24.6,1.02,22.9,110.8,10.0,9.5
2026-03-12,Hà Đông,1872,5616,3.0,53.0,266.0,66.4,66.5,0.6,-18.9,73.1,0,18.3
2026-03-12,Hoàng Mai,1617,5821,3.6,57.0,375.0,84.3,54.1,0.72,-13.6,77.9,3.33,44.9
2026-03-12,Thanh Xuân,1378,5925,4.3,40.0,248.0,65.2,33.5,0.86,10.0,99.2,13.33,10.0
2026-03-12,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-12,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-12,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-12,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-12,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-12,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-12,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-12,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-12,Đông Anh,206,1421,6.9,61.0,349.0,18.8,37.4,1.38,14.5,103.3,14.29,32.5
2026-03-12,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-20.5,71.7,5.0,50.0
2026-03-12,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-12,Nam Từ Liêm,2513,4523,1.8,30.0,154.0,50.9,44.7,0.36,-3.0,95.3,16.67,12.5
2026-03-12,Cầu Giấy,1949,9940,5.1,40.0,332.0,108.8,38.0,1.02,13.0,111.0,6.67,9.5
2026-03-12,Hà Đông,1,5,5.2,62.0,270.0,0.1,54.8,1.04,,0,0,18.3
2026-03-12,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-12,Thanh Xuân,1378,5925,4.3,40.0,248.0,65.2,33.5,0.86,1.0,99.2,13.33,10.0
2026-03-12,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,31.9,129.6,3.33,8.2
2026-03-12,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,46.4,0.58,-0.1,98.1,20.0,15.0
2026-03-12,Gia Lâm,792,1030,1.3,33.0,120.0,12.6,54.0,0.26,-25.8,72.9,26.67,22.0
2026-03-12,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-12,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-12,Đống Đa,544,7562,13.9,56,502.0,81.3,67,2.78,-21.1,77.5,13.33,7.5
2026-03-12,Hai Bà Trưng,436,5014,11.5,56,420.0,54.2,42,2.3,4.0,102.2,50.0,8.0
2026-03-12,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-12,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-12,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-12,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-12,Nam Từ Liêm,2513,4523,1.8,30.0,154.0,50.9,44.7,0.36,-5.7,95.3,16.67,12.5
2026-03-12,Cầu Giấy,1949,9940,5.1,40.0,332.0,108.8,38.0,1.02,9.3,110.5,6.67,9.5
2026-03-12,Hà Đông,1,5,5.2,62.0,270.0,0.1,54.8,1.04,,0,0,18.3
2026-03-12,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-12,Thanh Xuân,1378,5925,4.3,40.0,248.0,65.2,48.5,0.86,-1.9,99.2,13.33,10.0
2026-03-12,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-12,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,46.4,0.58,-3.0,98.1,20.0,15.0
2026-03-12,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-12,Long Biên,702,4703,6.7,65.0,396.0,60.2,67.9,1.34,-19.3,81.6,4.17,28.0
2026-03-12,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-12,Đống Đa,544,7562,13.9,56,502.0,81.3,67,2.78,-25.0,75.8,13.33,7.5
2026-03-12,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-12,Ba Đình,278,4365,15.7,56,483.0,46.3,32,3.14,72.5,174.4,12.5,6.0
2026-03-12,Đông Anh,205,1435,7.0,61.0,352.0,19.0,37.5,1.4,2.2,103.3,14.29,32.5
2026-03-12,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-29.1,71.7,5.0,50.0
2026-03-12,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-12,Nam Từ Liêm,1,4,4.5,59.0,230.0,0.1,53.8,0.9,,0,0,12.5
2026-03-12,Cầu Giấy,1949,9940,5.1,40.0,332.0,108.8,38.0,1.02,1.6,110.5,6.67,9.5
2026-03-12,Hà Đông,1,5,5.2,62.0,270.0,0.1,54.8,1.04,,0,0,18.3
2026-03-12,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-12,Thanh Xuân,1378,5925,4.3,40.0,248.0,65.2,48.5,0.86,-8.8,99.2,13.33,10.0
2026-03-12,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,19.2,129.6,3.33,8.2
2026-03-12,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,46.4,0.58,-9.8,98.1,20.0,15.0
2026-03-12,Gia Lâm,792,1030,1.3,33.0,120.0,12.6,64.0,0.26,-33.0,72.9,26.67,22.0
2026-03-12,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-12,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-12,Đống Đa,544,7562,13.9,56,502.0,81.3,67,2.78,-29.7,76.5,13.33,7.5
2026-03-12,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-12,Ba Đình,278,4365,15.7,56,483.0,46.3,32,3.14,60.4,174.4,12.5,6.0
2026-03-12,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-12,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-12,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-12,Nam Từ Liêm,2513,4523,1.8,34.0,170.0,50.9,44.7,0.36,-4.4,93.1,10.0,12.5
2026-03-12,Cầu Giấy,1949,9940,5.1,40.0,324.0,108.8,34.6,1.02,13.8,110.9,10.0,9.5
2026-03-12,Hà Đông,1870,5610,3.0,53.0,266.0,66.4,66.5,0.6,-25.0,73.1,0,18.3
2026-03-12,Hoàng Mai,1617,5821,3.6,57.0,375.0,84.3,64.1,0.72,-20.0,77.9,3.33,44.9
2026-03-12,Thanh Xuân,1378,5925,4.3,40.0,248.0,65.2,33.5,0.86,1.8,99.2,13.33,10.0
2026-03-12,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,33.0,129.6,3.33,8.2
2026-03-12,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,31.4,0.58,0.7,98.1,20.0,15.0
2026-03-12,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-12,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-12,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-12,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-12,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-12,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-12,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-12,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-12,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-12,Nam Từ Liêm,2512,4522,1.8,30.0,162.0,50.9,29.7,0.36,2.9,93.5,13.33,12.5
2026-03-12,Cầu Giấy,1949,9940,5.1,40.0,324.0,108.8,24.6,1.02,21.3,110.3,10.0,9.5
2026-03-12,Hà Đông,1,5,5.2,62.0,270.0,0.1,54.8,1.04,,0,0,18.3
2026-03-12,Hoàng Mai,1617,5821,3.6,57.0,375.0,84.3,54.1,0.72,-14.3,77.9,3.33,44.9
2026-03-12,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-12,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-12,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-12,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-12,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-12,Hoài Đức,634,1522,2.4,53.0,238.0,20.4,51.4,0.48,-9.9,81.9,4.17,34.0
2026-03-12,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-12,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-12,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-12,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-12,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-12,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-12,Nam Từ Liêm,1,4,4.5,59.0,230.0,0.1,53.8,0.9,,0,0,12.5
2026-03-12,Cầu Giấy,1949,9940,5.1,40.0,324.0,108.8,24.6,1.02,16.0,108.2,10.0,9.5
2026-03-12,Hà Đông,1,5,5.2,62.0,270.0,0.1,54.8,1.04,,0,0,18.3
2026-03-12,Hoàng Mai,1617,5821,3.6,57.0,375.0,84.3,64.1,0.72,-16.5,77.9,3.33,44.9
2026-03-12,Thanh Xuân,1378,5925,4.3,40.0,248.0,65.2,33.5,0.86,6.3,99.2,13.33,10.0
2026-03-12,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,38.9,129.6,3.33,8.2
2026-03-12,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-12,Gia Lâm,792,1030,1.3,33.0,120.0,12.6,54.0,0.26,-21.3,73.4,26.67,22.0
2026-03-12,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-12,Hoài Đức,634,1522,2.4,53.0,238.0,20.4,51.4,0.48,-12.2,81.9,4.17,34.0
2026-03-12,Đống Đa,544,7562,13.9,56,502.0,81.3,57,2.78,-13.5,80.7,13.33,7.5
2026-03-12,Hai Bà Trưng,436,5014,11.5,56,420.0,54.2,42,2.3,9.5,102.2,50.0,8.0
2026-03-12,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-12,Đông Anh,205,1435,7.0,61.0,352.0,19.0,37.5,1.4,10.7,103.3,14.29,32.5
2026-03-12,Đan Phượng,1,3,2.8,62.0,289.0,0.0,51.2,0.56,,0,0,50.0
2026-03-12,Thanh Trì,418,1463,3.5,51.0,294.0,21.1,59.2,0.7,-17.9,76.6,8.0,44.1
2026-03-12,Nam Từ Liêm,2512,4522,1.8,30.0,154.0,50.9,29.7,0.36,2.9,95.8,16.67,12.5
2026-03-12,Cầu Giấy,1949,9940,5.1,40.0,324.0,108.8,24.6,1.02,16.2,108.2,10.0,9.5
2026-03-12,Hà Đông,1869,5607,3.0,53.0,266.0,66.3,66.5,0.6,-21.5,73.1,0,18.3
2026-03-12,Hoàng Mai,1617,5821,3.6,57.0,375.0,84.3,64.1,0.72,-16.3,77.9,3.33,44.9
2026-03-12,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-12,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-12,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,31.4,0.58,5.4,98.1,20.0,15.0
2026-03-12,Gia Lâm,792,1030,1.3,33.0,120.0,12.6,54.0,0.26,-21.1,73.4,26.67,22.0
2026-03-12,Long Biên,702,4703,6.7,65.0,396.0,60.2,57.9,1.34,-12.3,81.6,4.17,28.0
2026-03-12,Hoài Đức,1,9,9.0,87.0,437.0,0.1,60.5,1.8,,0,0,34.0
2026-03-12,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-12,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-12,Ba Đình,278,4365,15.7,56,483.0,46.3,32,3.14,87.4,174.4,12.5,6.0
2026-03-12,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-12,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-23.0,71.7,5.0,50.0
2026-03-12,Thanh Trì,418,1463,3.5,51.0,294.0,21.1,59.2,0.7,-17.7,76.6,8.0,44.1
2026-03-12,Nam Từ Liêm,2511,4520,1.8,30.0,154.0,50.8,44.7,0.36,-1.6,94.1,16.67,12.5
2026-03-12,Cầu Giấy,1949,9940,5.1,40.0,324.0,108.8,34.6,1.02,14.0,109.0,10.0,9.5
2026-03-12,Hà Đông,1869,5607,3.0,53.0,266.0,66.3,66.5,0.6,-23.5,73.1,0,18.3
2026-03-12,Hoàng Mai,1617,5821,3.6,57.0,375.0,84.3,64.1,0.72,-18.5,77.9,3.33,44.9
2026-03-12,Thanh Xuân,1378,5925,4.3,40.0,248.0,65.2,33.5,0.86,3.8,99.2,13.33,10.0
2026-03-12,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,35.5,129.6,3.33,8.2
2026-03-12,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,31.4,0.58,2.6,98.1,20.0,15.0
2026-03-12,Gia Lâm,792,1030,1.3,33.0,120.0,12.6,54.0,0.26,-23.2,73.4,26.67,22.0
2026-03-12,Long Biên,702,4703,6.7,65.0,396.0,60.2,57.9,1.34,-14.7,81.6,4.17,28.0
2026-03-12,Hoài Đức,634,1522,2.4,53.0,238.0,20.4,51.4,0.48,-14.3,81.9,4.17,34.0
2026-03-12,Đống Đa,543,7548,13.9,56,485.0,81.1,57,2.78,-12.5,83.7,20.0,7.5
2026-03-12,Hai Bà Trưng,436,5014,11.5,56,420.0,54.2,42,2.3,6.9,102.2,50.0,8.0
2026-03-12,Ba Đình,278,4365,15.7,56,483.0,46.3,32,3.14,82.4,174.4,12.5,6.0
2026-03-12,Đông Anh,205,1435,7.0,61.0,352.0,19.0,37.5,1.4,8.0,103.3,14.29,32.5
2026-03-12,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-25.0,71.7,5.0,50.0
2026-03-12,Thanh Trì,418,1463,3.5,51.0,294.0,21.1,59.2,0.7,-19.9,76.6,8.0,44.1
2026-03-12,Nam Từ Liêm,1,4,4.5,59.0,230.0,0.1,53.8,0.9,,0,0,12.5
2026-03-12,Cầu Giấy,1,5,5.0,54.0,237.0,0.1,54.5,1.0,,0,0,9.5
2026-03-12,Hà Đông,1871,5613,3.0,45.0,258.0,66.4,63.2,0.6,-16.4,74.1,3.33,18.3
2026-03-12,Hoàng Mai,1617,5821,3.6,57.0,375.0,84.3,54.1,0.72,-12.1,77.9,3.33,44.9
2026-03-12,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-12,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,46.3,129.6,3.33,8.2
2026-03-12,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,31.4,0.58,10.7,98.1,20.0,15.0
2026-03-12,Gia Lâm,793,1031,1.3,33.0,120.0,12.6,54.0,0.26,-17.2,73.4,26.67,22.0
2026-03-12,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-12,Hoài Đức,634,1522,2.4,53.0,238.0,20.4,51.4,0.48,-7.6,81.9,4.17,34.0
2026-03-12,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-12,Hai Bà Trưng,436,5014,11.5,56,420.0,54.2,32,2.3,15.3,102.2,50.0,8.0
2026-03-12,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-12,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-12,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-19.1,71.7,5.0,50.0
2026-03-12,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-12,Nam Từ Liêm,2512,4522,1.8,30.0,154.0,50.9,44.7,0.36,-2.7,94.1,16.67,12.5
2026-03-12,Cầu Giấy,1,5,5.0,54.0,237.0,0.1,54.5,1.0,,0,0,9.5
2026-03-12,Hà Đông,1871,5613,3.0,45.0,258.0,66.4,63.2,0.6,-23.4,74.1,3.33,18.3
2026-03-12,Hoàng Mai,1,6,6.1,75.0,378.0,0.1,56.1,1.22,,0,0,44.9
2026-03-12,Thanh Xuân,1378,5925,4.3,40.0,248.0,65.2,33.5,0.86,2.6,99.2,13.33,10.0
2026-03-12,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,34.0,129.6,3.33,8.2
2026-03-12,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,31.4,0.58,1.5,98.1,20.0,15.0
2026-03-12,Gia Lâm,793,1031,1.3,33.0,120.0,12.6,54.0,0.26,-24.1,73.4,26.67,22.0
2026-03-12,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-12,Hoài Đức,634,1522,2.4,53.0,238.0,20.4,61.4,0.48,-15.3,81.9,4.17,34.0
2026-03-12,Đống Đa,543,7548,13.9,56,485.0,81.1,57,2.78,-12.1,85.0,20.0,7.5
2026-03-12,Hai Bà Trưng,436,5014,11.5,56,420.0,54.2,42,2.3,5.7,102.2,50.0,8.0
2026-03-12,Ba Đình,278,4365,15.7,56,483.0,46.3,32,3.14,80.4,174.4,12.5,6.0
2026-03-12,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-12,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-25.8,71.7,5.0,50.0
2026-03-12,Thanh Trì,418,1463,3.5,51.0,294.0,21.1,59.2,0.7,-20.8,76.6,8.0,44.1
2026-03-12,Nam Từ Liêm,2512,4522,1.8,30.0,154.0,50.9,44.7,0.36,-5.0,94.1,16.67,12.5
2026-03-12,Cầu Giấy,1950,9945,5.1,40.0,324.0,108.9,34.6,1.02,11.7,110.7,10.0,9.5
2026-03-12,Hà Đông,1871,5613,3.0,45.0,258.0,66.4,63.2,0.6,-25.2,74.1,3.33,18.3
2026-03-12,Hoàng Mai,1617,5821,3.6,57.0,375.0,84.3,64.1,0.72,-21.4,77.9,3.33,44.9
2026-03-12,Thanh Xuân,1378,5925,4.3,40.0,248.0,65.2,33.5,0.86,0.1,99.2,13.33,10.0
2026-03-12,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,30.8,129.6,3.33,8.2
2026-03-12,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,46.4,0.58,-0.3,98.8,20.0,15.0
2026-03-12,Gia Lâm,793,1031,1.3,33.0,120.0,12.6,54.0,0.26,-25.9,73.4,26.67,22.0
2026-03-12,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-12,Hoài Đức,634,1522,2.4,53.0,238.0,20.4,61.4,0.48,-17.3,81.9,4.17,34.0
2026-03-12,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-12,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-12,Ba Đình,278,4365,15.7,56,483.0,46.3,32,3.14,76.0,174.4,12.5,6.0
2026-03-12,Đông Anh,205,1435,7.0,61.0,352.0,19.0,37.5,1.4,4.2,103.3,14.29,32.5
2026-03-12,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-27.6,71.7,5.0,50.0
2026-03-12,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-13,Nam Từ Liêm,2512,4522,1.8,30.0,154.0,50.9,44.7,0.36,-2.6,94.1,16.67,12.5
2026-03-13,Cầu Giấy,1959,9991,5.1,40.0,324.0,109.4,34.6,1.02,14.6,110.7,10.0,9.5
2026-03-13,Hà Đông,1,5,5.2,62.0,270.0,0.1,54.8,1.04,,0,0,18.3
2026-03-13,Hoàng Mai,1617,5821,3.6,57.0,375.0,84.3,64.1,0.72,-19.4,77.9,3.33,44.9
2026-03-13,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-13,Tây Hồ,1,4,3.8,49.0,195.0,0.0,52.7,0.76,,0,0,8.2
2026-03-13,Bắc Từ Liêm,960,2784,2.9,35.0,169.0,32.0,31.4,0.58,1.6,98.1,20.0,15.0
2026-03-13,Gia Lâm,793,1031,1.3,33.0,120.0,12.6,54.0,0.26,-24.0,73.4,26.67,22.0
2026-03-13,Long Biên,702,4703,6.7,65.0,396.0,60.2,67.9,1.34,-15.5,81.6,4.17,28.0
2026-03-13,Hoài Đức,634,1522,2.4,53.0,238.0,20.4,61.4,0.48,-15.2,81.9,4.17,34.0
2026-03-13,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-13,Hai Bà Trưng,436,5014,11.5,56,420.0,54.2,42,2.3,5.8,102.2,50.0,8.0
2026-03-13,Ba Đình,278,4365,15.7,56,483.0,46.3,32,3.14,80.5,174.4,12.5,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-25.8,71.7,5.0,50.0
2026-03-13,Thanh Trì,1,10,10.2,91,502.0,0.1,62,2.04,,0,0,44.1
2026-03-13,Nam Từ Liêm,2512,4522,1.8,30.0,154.0,50.9,29.7,0.36,4.9,94.1,16.67,12.5
2026-03-13,Cầu Giấy,1960,9996,5.1,40.0,324.0,109.5,24.6,1.02,23.4,110.7,10.0,9.5
2026-03-13,Hà Đông,1871,5613,3.0,45.0,258.0,66.4,63.2,0.6,-17.4,74.1,3.33,18.3
2026-03-13,Hoàng Mai,1617,5821,3.6,57.0,375.0,84.3,54.1,0.72,-13.2,77.9,3.33,44.9
2026-03-13,Thanh Xuân,1,6,5.5,63.0,254.0,0.1,55.2,1.1,,0,0,10.0
2026-03-13,Tây Hồ,1063,2976,2.8,37.0,187.0,32.2,27.9,0.56,44.5,129.6,3.33,8.2
2026-03-13,Bắc Từ Liêm,1,4,4.0,57.0,222.0,0.0,53.0,0.8,,0,0,15.0
2026-03-13,Gia Lâm,1,3,3.2,59.0,217.0,0.0,51.8,0.64,,0,0,22.0
2026-03-13,Long Biên,1,8,7.5,76.0,372.0,0.1,58.2,1.5,,0,0,28.0
2026-03-13,Hoài Đức,635,1524,2.4,53.0,238.0,20.4,51.4,0.48,-8.7,81.9,4.17,34.0
2026-03-13,Đống Đa,1,5,4.8,53.0,225.0,0.1,54.2,0.96,,0,0,7.5
2026-03-13,Hai Bà Trưng,1,4,4.2,51.0,207.0,0.0,53.3,0.84,,0,0,8.0
2026-03-13,Ba Đình,1,4,3.5,48.0,179.0,0.0,52.2,0.7,,0,0,6.0
2026-03-13,Đông Anh,1,14,14.1,91,533.0,0.2,62,2.82,,0,0,32.5
2026-03-13,Đan Phượng,66,185,2.8,54.0,279.0,2.8,61.2,0.56,-20.1,71.7,5.0,50.0
2026-03-13,Thanh Trì,418,1463,3.5,51.0,294.0,21.1,49.2,0.7,-13.4,77.7,8.0,44.1
2026-03-13,Nam Từ Liêm,2512,4522,1.8,30.0,145.0,50.9,29.7,0.36,2.3,93.3,20.0,12.5
