Ngày,Khu vực,Tổng tin bán,Lượt xem khu vực,Tin cắt lỗ,% Cắt lỗ,Đăng hôm nay,% Hôm nay,Giá bán TB (tr/m²),% Tăng giá YoY
2026-03-12,Hai Bà Trưng,0,,0,,0,,,
2026-03-12,Thanh Trì,418,1460,2,8.0,2,8.0,76.6,46.0
2026-03-12,Ba Đình,278,4363,3,12.5,0,,174.4,
2026-03-12,Đông Anh,0,,0,,0,,,
2026-03-12,Đan Phượng,66,,1,5.0,0,,71.7,
2026-03-12,Nam Từ Liêm,2511,4531,5,16.67,10,33.33,94.1,35.0
2026-03-12,Cầu Giấy,1949,9926,3,10.0,10,33.33,109.0,45.0
2026-03-12,Hà Đông,1869,5690,0,,3,10.0,73.1,
2026-03-12,Hoàng Mai,1617,5857,1,3.33,6,20.0,77.9,50.0
2026-03-12,Thanh Xuân,1378,5858,4,13.33,3,10.0,99.2,
2026-03-12,Tây Hồ,1063,3019,1,3.33,1,3.33,129.6,
2026-03-12,Bắc Từ Liêm,960,2765,6,20.0,7,23.33,98.1,
2026-03-12,Gia Lâm,792,1025,8,26.67,10,33.33,73.4,
2026-03-12,Long Biên,702,4728,1,4.17,1,4.17,81.6,
2026-03-12,Hoài Đức,634,1541,1,4.17,2,8.33,81.9,56.0
2026-03-12,Đống Đa,543,7547,6,20.0,19,63.33,83.7,
2026-03-12,Hai Bà Trưng,436,5015,12,50.0,1,4.17,102.2,
2026-03-12,Thanh Trì,418,1460,2,8.0,2,8.0,76.6,46.0
2026-03-12,Ba Đình,278,4363,3,12.5,0,,174.4,
2026-03-12,Đông Anh,205,1426,3,14.29,0,,103.3,
2026-03-12,Đan Phượng,66,,1,5.0,0,,71.7,
2026-03-12,Nam Từ Liêm,0,,0,,0,,,
2026-03-12,Cầu Giấy,0,,0,,0,,,
2026-03-12,Hà Đông,1871,5690,1,3.33,4,13.33,74.1,
2026-03-12,Hoàng Mai,1617,5857,1,3.33,6,20.0,77.9,50.0
2026-03-12,Thanh Xuân,0,,0,,0,,,
2026-03-12,Tây Hồ,1063,3019,1,3.33,1,3.33,129.6,
2026-03-12,Bắc Từ Liêm,960,2765,6,20.0,7,23.33,98.1,
2026-03-12,Gia Lâm,793,1025,8,26.67,10,33.33,73.4,
2026-03-12,Long Biên,0,,0,,0,,,
2026-03-12,Hoài Đức,634,1541,1,4.17,2,8.33,81.9,56.0
2026-03-12,Đống Đa,0,,0,,0,,,
2026-03-12,Hai Bà Trưng,436,5015,12,50.0,1,4.17,102.2,
2026-03-12,Thanh Trì,0,,0,,0,,,
2026-03-12,Ba Đình,0,,0,,0,,,
2026-03-12,Đông Anh,0,,0,,0,,,
2026-03-12,Đan Phượng,66,,1,5.0,0,,71.7,
2026-03-12,Nam Từ Liêm,2512,4531,5,16.67,10,33.33,94.1,35.0
2026-03-12,Cầu Giấy,0,,0,,0,,,
2026-03-12,Hà Đông,1871,5690,1,3.33,4,13.33,74.1,
2026-03-12,Hoàng Mai,0,,0,,0,,,
2026-03-12,Thanh Xuân,1378,5858,4,13.33,3,10.0,99.2,
2026-03-12,Tây Hồ,1063,3019,1,3.33,1,3.33,129.6,
2026-03-12,Bắc Từ Liêm,960,2765,6,20.0,7,23.33,98.1,
2026-03-12,Gia Lâm,793,1025,8,26.67,10,33.33,73.4,
2026-03-12,Long Biên,0,,0,,0,,,
2026-03-12,Hoài Đức,634,1541,1,4.17,2,8.33,81.9,56.0
2026-03-12,Đống Đa,543,7547,6,20.0,19,63.33,85.0,
2026-03-12,Hai Bà Trưng,436,5015,12,50.0,1,4.17,102.2,
2026-03-12,Thanh Trì,418,1460,2,8.0,2,8.0,76.6,46.0
2026-03-12,Ba Đình,278,4363,3,12.5,0,,174.4,
2026-03-12,Đông Anh,0,,0,,0,,,
2026-03-12,Đan Phượng,66,,1,5.0,0,,71.7,
2026-03-12,Nam Từ Liêm,2512,4531,5,16.67,10,33.33,94.1,35.0
2026-03-12,Cầu Giấy,1950,9926,3,10.0,10,33.33,110.7,45.0
2026-03-12,Hà Đông,1871,5690,1,3.33,4,13.33,74.1,
2026-03-12,Hoàng Mai,1617,5857,1,3.33,6,20.0,77.9,50.0
2026-03-12,Thanh Xuân,1378,5858,4,13.33,3,10.0,99.2,
2026-03-12,Tây Hồ,1063,3019,1,3.33,1,3.33,129.6,
2026-03-12,Bắc Từ Liêm,960,2765,6,20.0,8,26.67,98.8,
2026-03-12,Gia Lâm,793,1025,8,26.67,10,33.33,73.4,
2026-03-12,Long Biên,0,,0,,0,,,
2026-03-12,Hoài Đức,634,1541,1,4.17,2,8.33,81.9,56.0
2026-03-12,Đống Đa,0,,0,,0,,,
2026-03-12,Hai Bà Trưng,0,,0,,0,,,
2026-03-12,Thanh Trì,0,,0,,0,,,
2026-03-12,Ba Đình,278,4363,3,12.5,0,,174.4,
2026-03-12,Đông Anh,205,1426,3,14.29,0,,103.3,
2026-03-12,Đan Phượng,66,,1,5.0,0,,71.7,
2026-03-13,Nam Từ Liêm,2512,4531,5,16.67,10,33.33,94.1,35.0
2026-03-13,Cầu Giấy,1959,9926,3,10.0,10,33.33,110.7,45.0
2026-03-13,Hà Đông,0,,0,,0,,,
2026-03-13,Hoàng Mai,1617,5857,1,3.33,6,20.0,77.9,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,960,2765,6,20.0,7,23.33,98.1,
2026-03-13,Gia Lâm,793,1025,8,26.67,10,33.33,73.4,
2026-03-13,Long Biên,702,4728,1,4.17,1,4.17,81.6,
2026-03-13,Hoài Đức,634,1541,1,4.17,2,8.33,81.9,56.0
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,436,5015,12,50.0,1,4.17,102.2,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,278,4363,3,12.5,0,,174.4,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,66,,1,5.0,0,,71.7,
2026-03-13,Nam Từ Liêm,2512,4531,5,16.67,10,33.33,94.1,35.0
2026-03-13,Cầu Giấy,1960,9926,3,10.0,10,33.33,110.7,45.0
2026-03-13,Hà Đông,1871,5690,1,3.33,4,13.33,74.1,
2026-03-13,Hoàng Mai,1617,5857,1,3.33,6,20.0,77.9,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1063,3019,1,3.33,1,3.33,129.6,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,635,1541,1,4.17,3,12.5,81.9,56.0
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,418,1460,2,8.0,2,8.0,77.7,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,66,,1,5.0,0,,71.7,
2026-03-13,Nam Từ Liêm,2512,4531,6,20.0,10,33.33,93.3,35.0
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,0,,0,,0,,,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,1378,5858,4,13.33,3,10.0,99.2,
2026-03-13,Tây Hồ,1063,3019,1,3.33,1,3.33,129.6,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,793,1025,8,26.67,10,33.33,73.4,
2026-03-13,Long Biên,703,4728,1,4.17,1,4.17,81.6,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,544,7547,5,16.67,19,63.33,77.8,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,205,1426,3,14.29,0,,103.3,
2026-03-13,Đan Phượng,66,,1,5.0,0,,71.7,
2026-03-13,Nam Từ Liêm,2512,4531,6,20.0,10,33.33,93.3,35.0
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,1871,5690,1,3.33,4,13.33,74.1,
2026-03-13,Hoàng Mai,1620,5857,1,3.33,6,20.0,77.9,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,960,2765,6,20.0,7,23.33,98.1,
2026-03-13,Gia Lâm,793,1025,8,26.67,10,33.33,73.4,
2026-03-13,Long Biên,703,4728,1,4.17,1,4.17,81.6,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,278,4363,3,12.5,1,4.17,168.8,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,66,,1,5.0,0,,71.7,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,1963,9926,3,10.0,10,33.33,110.7,45.0
2026-03-13,Hà Đông,1871,5690,1,3.33,4,13.33,74.1,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,1377,5858,4,13.33,3,10.0,99.2,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,960,2765,6,20.0,7,23.33,98.1,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,703,4728,1,4.17,1,4.17,81.6,
2026-03-13,Hoài Đức,635,1541,1,4.17,3,12.5,81.9,56.0
2026-03-13,Đống Đa,546,7547,4,13.33,19,63.33,81.8,
2026-03-13,Hai Bà Trưng,436,5015,12,50.0,1,4.17,102.2,
2026-03-13,Thanh Trì,418,1460,2,8.0,2,8.0,77.0,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,205,1426,3,14.29,0,,103.3,
2026-03-13,Đan Phượng,0,,0,,0,,,
2026-03-13,Nam Từ Liêm,2513,4531,6,20.0,10,33.33,93.3,35.0
2026-03-13,Cầu Giấy,1964,9926,2,6.67,10,33.33,110.4,45.0
2026-03-13,Hà Đông,1872,5690,1,3.33,4,13.33,74.1,
2026-03-13,Hoàng Mai,1628,5857,1,3.33,7,23.33,78.1,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1062,3019,1,3.33,1,3.33,129.6,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,547,7547,3,10.0,19,63.33,90.3,
2026-03-13,Hai Bà Trưng,436,5015,12,50.0,1,4.17,102.2,
2026-03-13,Thanh Trì,420,1460,2,8.0,2,8.0,77.8,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,206,1426,3,14.29,0,,103.3,
2026-03-13,Đan Phượng,67,,1,5.0,1,5.0,69.4,
2026-03-13,Nam Từ Liêm,2524,4531,6,20.0,10,33.33,93.3,35.0
2026-03-13,Cầu Giấy,1969,9926,2,6.67,10,33.33,110.2,45.0
2026-03-13,Hà Đông,1877,5690,0,,4,13.33,74.1,
2026-03-13,Hoàng Mai,1628,5857,1,3.33,7,23.33,78.1,50.0
2026-03-13,Thanh Xuân,1380,5858,4,13.33,3,10.0,99.2,
2026-03-13,Tây Hồ,1063,3019,1,3.33,1,3.33,129.6,
2026-03-13,Bắc Từ Liêm,965,2765,6,20.0,7,23.33,98.1,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,703,4728,1,4.17,1,4.17,81.6,
2026-03-13,Hoài Đức,635,1541,1,4.17,3,12.5,81.9,56.0
2026-03-13,Đống Đa,548,7547,3,10.0,19,63.33,88.5,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,422,1460,3,12.0,2,8.0,77.3,46.0
2026-03-13,Ba Đình,278,4363,5,20.83,7,29.17,177.6,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,67,,1,5.0,1,5.0,69.4,
2026-03-13,Nam Từ Liêm,2530,4531,6,20.0,10,33.33,93.3,35.0
2026-03-13,Cầu Giấy,1976,9926,3,10.0,10,33.33,110.0,45.0
2026-03-13,Hà Đông,1879,5690,0,,4,13.33,74.1,
2026-03-13,Hoàng Mai,1631,5857,1,3.33,7,23.33,78.1,50.0
2026-03-13,Thanh Xuân,1381,5858,5,16.67,4,13.33,98.8,
2026-03-13,Tây Hồ,1063,3019,1,3.33,1,3.33,129.6,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,279,4363,5,20.83,7,29.17,178.6,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,0,,0,,0,,,
2026-03-13,Nam Từ Liêm,2533,4531,6,20.0,10,33.33,93.3,35.0
2026-03-13,Cầu Giấy,1976,9926,3,10.0,10,33.33,110.0,45.0
2026-03-13,Hà Đông,1881,5690,0,,4,13.33,74.1,
2026-03-13,Hoàng Mai,1634,5857,1,3.33,8,26.67,78.1,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,436,5015,12,50.0,1,4.17,102.2,
2026-03-13,Thanh Trì,423,1460,2,7.69,3,11.54,77.2,46.0
2026-03-13,Ba Đình,280,4363,3,12.5,7,29.17,165.1,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,0,,0,,0,,,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,1883,5690,0,,4,13.33,74.1,
2026-03-13,Hoàng Mai,1638,5857,1,3.33,10,33.33,78.4,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1063,3019,1,3.33,1,3.33,129.6,
2026-03-13,Bắc Từ Liêm,970,2765,6,20.0,7,23.33,98.1,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,704,4728,1,4.17,2,8.33,81.5,
2026-03-13,Hoài Đức,640,1541,1,4.17,3,12.5,81.9,56.0
2026-03-13,Đống Đa,552,7547,3,10.0,19,63.33,79.5,
2026-03-13,Hai Bà Trưng,440,5015,12,50.0,2,8.33,101.4,
2026-03-13,Thanh Trì,426,1460,2,7.69,3,11.54,76.8,46.0
2026-03-13,Ba Đình,281,4363,3,12.5,7,29.17,160.1,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,0,,0,,0,,,
2026-03-13,Nam Từ Liêm,2544,4531,4,13.33,11,36.67,91.4,35.0
2026-03-13,Cầu Giấy,1988,9926,4,13.33,11,36.67,108.5,45.0
2026-03-13,Hà Đông,0,,0,,0,,,
2026-03-13,Hoàng Mai,1642,5857,1,3.33,12,40.0,78.4,50.0
2026-03-13,Thanh Xuân,1388,5858,5,16.67,4,13.33,98.8,
2026-03-13,Tây Hồ,1063,3019,1,3.33,1,3.33,129.6,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,641,1541,1,4.17,3,12.5,81.9,56.0
2026-03-13,Đống Đa,553,,4,13.33,20,66.67,79.4,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,427,1460,3,11.54,3,11.54,76.3,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,0,,0,,0,,,
2026-03-13,Nam Từ Liêm,2559,4652,4,13.33,11,36.67,92.1,35.0
2026-03-13,Cầu Giấy,1994,10487,4,13.33,12,40.0,108.8,45.0
2026-03-13,Hà Đông,1890,5821,0,,4,13.33,74.1,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,1389,6277,5,16.67,4,13.33,98.8,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,983,2873,7,23.33,9,30.0,97.7,
2026-03-13,Gia Lâm,808,1034,7,23.33,11,36.67,73.8,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,431,1511,3,11.54,3,11.54,76.3,46.0
2026-03-13,Ba Đình,281,4752,4,16.67,7,29.17,157.5,
2026-03-13,Đông Anh,212,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,70,,0,,6,30.0,65.9,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,2006,10487,4,13.33,13,43.33,107.2,45.0
2026-03-13,Hà Đông,1894,5821,0,,4,13.33,74.1,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,1397,6277,5,16.67,4,13.33,98.8,
2026-03-13,Tây Hồ,1072,3133,1,3.33,1,3.33,129.5,
2026-03-13,Bắc Từ Liêm,982,2873,7,23.33,9,30.0,97.7,
2026-03-13,Gia Lâm,810,1034,7,23.33,12,40.0,74.4,
2026-03-13,Long Biên,707,4879,1,4.17,2,8.33,81.5,
2026-03-13,Hoài Đức,646,1556,1,4.17,6,25.0,81.9,56.0
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,281,4752,4,16.67,7,29.17,157.5,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,70,,0,,6,30.0,65.9,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,2004,10487,4,13.33,13,43.33,109.1,45.0
2026-03-13,Hà Đông,1899,5821,0,,4,13.33,74.1,
2026-03-13,Hoàng Mai,1647,6074,1,3.33,12,40.0,78.4,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1076,3133,1,3.33,4,13.33,126.5,
2026-03-13,Bắc Từ Liêm,985,2873,6,20.0,9,30.0,97.2,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,715,4879,1,4.17,5,20.83,85.7,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,553,8252,3,10.0,20,66.67,87.9,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,280,4752,4,16.67,7,29.17,158.2,
2026-03-13,Đông Anh,213,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,70,,0,,6,21.43,68.1,
2026-03-13,Nam Từ Liêm,2574,4652,5,16.67,12,40.0,92.4,35.0
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,0,,0,,0,,,
2026-03-13,Hoàng Mai,1651,6074,1,3.33,13,43.33,78.7,50.0
2026-03-13,Thanh Xuân,1401,6277,5,16.67,5,16.67,98.1,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,555,8252,3,10.0,20,66.67,88.3,
2026-03-13,Hai Bà Trưng,437,5420,13,54.17,3,12.5,99.3,
2026-03-13,Thanh Trì,434,1511,3,11.54,4,15.38,77.0,46.0
2026-03-13,Ba Đình,279,4752,3,12.5,8,33.33,152.2,
2026-03-13,Đông Anh,213,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,0,,0,,0,,,
2026-03-13,Nam Từ Liêm,2581,4652,5,16.67,12,40.0,94.5,35.0
2026-03-13,Cầu Giấy,2010,10487,4,13.33,14,46.67,108.8,45.0
2026-03-13,Hà Đông,0,,0,,0,,,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,0,,0,,0,,,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,279,4752,3,12.5,8,33.33,160.0,
2026-03-13,Đông Anh,214,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,70,,0,,6,30.0,65.9,
2026-03-13,Nam Từ Liêm,2584,4652,6,20.0,13,43.33,91.4,35.0
2026-03-13,Cầu Giấy,2008,10487,3,10.0,14,46.67,110.6,45.0
2026-03-13,Hà Đông,1894,5821,0,,4,13.33,74.1,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1073,3133,1,3.33,4,13.33,126.5,
2026-03-13,Bắc Từ Liêm,981,2873,7,23.33,12,40.0,96.7,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,721,4879,0,,7,29.17,85.7,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,552,8252,4,13.33,21,70.0,91.5,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,429,1511,3,12.0,5,20.0,77.0,46.0
2026-03-13,Ba Đình,275,4752,3,12.5,9,37.5,159.6,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,72,,1,5.0,8,40.0,65.9,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,1892,5821,0,,6,20.0,71.1,
2026-03-13,Hoàng Mai,1648,6074,1,3.33,15,50.0,78.8,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1071,3133,1,3.33,5,16.67,126.5,
2026-03-13,Bắc Từ Liêm,981,2873,7,23.33,12,40.0,96.7,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,718,4879,0,,7,29.17,85.7,
2026-03-13,Hoài Đức,641,1556,1,4.17,8,33.33,83.0,56.0
2026-03-13,Đống Đa,549,8252,4,13.33,21,70.0,84.6,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,72,,1,5.0,8,40.0,65.9,
2026-03-13,Nam Từ Liêm,2578,4652,6,20.0,13,43.33,91.4,35.0
2026-03-13,Cầu Giấy,1984,10487,3,10.0,15,50.0,110.6,45.0
2026-03-13,Hà Đông,0,,0,,0,,,
2026-03-13,Hoàng Mai,1645,6074,1,3.33,15,50.0,78.8,50.0
2026-03-13,Thanh Xuân,1383,6277,5,16.67,6,20.0,97.6,
2026-03-13,Tây Hồ,1063,3133,1,3.33,5,16.67,128.1,
2026-03-13,Bắc Từ Liêm,977,2873,7,23.33,12,40.0,96.7,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,716,4879,0,,7,29.17,85.7,
2026-03-13,Hoài Đức,638,1556,1,4.17,8,33.33,83.0,56.0
2026-03-13,Đống Đa,546,8252,4,13.33,21,70.0,84.6,
2026-03-13,Hai Bà Trưng,424,5420,13,54.17,4,16.67,99.0,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,266,4752,2,8.33,9,37.5,159.2,
2026-03-13,Đông Anh,218,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,0,,0,,0,,,
2026-03-13,Nam Từ Liêm,2569,4652,6,20.0,13,43.33,91.4,35.0
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,1868,5821,0,,6,20.0,71.1,
2026-03-13,Hoàng Mai,1645,6074,1,3.33,15,50.0,78.8,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1061,3133,1,3.33,5,16.67,128.1,
2026-03-13,Bắc Từ Liêm,976,2873,7,23.33,12,40.0,96.7,
2026-03-13,Gia Lâm,811,1034,9,30.0,17,56.67,74.3,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,0,,0,,0,,,
2026-03-13,Đống Đa,547,8252,4,13.33,21,70.0,83.8,
2026-03-13,Hai Bà Trưng,0,,0,,0,,,
2026-03-13,Thanh Trì,430,1511,3,12.0,5,20.0,77.0,46.0
2026-03-13,Ba Đình,0,,0,,0,,,
2026-03-13,Đông Anh,218,1504,2,9.52,2,9.52,106.8,
2026-03-13,Đan Phượng,72,,1,5.0,8,40.0,65.9,
2026-03-13,Nam Từ Liêm,2561,4652,6,20.0,13,43.33,90.1,35.0
2026-03-13,Cầu Giấy,0,,0,,0,,,
2026-03-13,Hà Đông,0,,0,,0,,,
2026-03-13,Hoàng Mai,0,,0,,0,,,
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,1059,3133,1,3.33,5,16.67,128.1,
2026-03-13,Bắc Từ Liêm,968,2873,7,23.33,12,40.0,96.7,
2026-03-13,Gia Lâm,0,,0,,0,,,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,633,1556,1,4.17,8,33.33,83.0,56.0
2026-03-13,Đống Đa,543,8252,4,13.33,21,70.0,82.4,
2026-03-13,Hai Bà Trưng,422,5420,13,54.17,4,16.67,99.0,
2026-03-13,Thanh Trì,0,,0,,0,,,
2026-03-13,Ba Đình,266,4752,2,8.33,9,37.5,159.2,
2026-03-13,Đông Anh,0,,0,,0,,,
2026-03-13,Đan Phượng,72,,1,5.0,8,40.0,65.9,
2026-03-13,Nam Từ Liêm,0,,0,,0,,,
2026-03-13,Cầu Giấy,1973,10487,3,10.0,15,50.0,111.8,45.0
2026-03-13,Hà Đông,1863,5821,0,,6,20.0,71.1,
2026-03-13,Hoàng Mai,1644,6074,1,3.33,15,50.0,78.8,50.0
2026-03-13,Thanh Xuân,0,,0,,0,,,
2026-03-13,Tây Hồ,0,,0,,0,,,
2026-03-13,Bắc Từ Liêm,0,,0,,0,,,
2026-03-13,Gia Lâm,807,1034,9,30.0,17,56.67,74.3,
2026-03-13,Long Biên,0,,0,,0,,,
2026-03-13,Hoài Đức,632,1556,1,4.17,8,33.33,83.0,56.0
